คำ,POS,ความหมาย
จวก ๑,ก.,สับ หรือฟันโดยแรงด้วยจอบ เป็นต้น (ปาก) โดยปริยาย หมายถึง ตี ฟัน หรือชกต่อยผู้อื่นโดยตรงเป็นต้น
จวก ๒,ว.,"เร็ว, ด่วน"
จวกพวก,ว.,อาการล้มลงกองอยู่
จ้วกพวก,ว.,อาการล้มลงกองอยู่
จวง ๑,น.,ไม้ตันขนาดใหญ่ ใบต้นรากมีกลิ่นหอมคล้ายการบูร ใช้ปรุงอาหารและทำยาได้
จ้วง ๑,น.,คนไทเผ่าหนึ่งอยู่ในแผ่นดินจีนตอนใต้
จวง ๒,น.,พลูชนิดหนึ่ง ที่มีรสและกลิ่นดี
จ้วง ๒,ก.,"กิริยาที่เอาภาชนะเอื้อมลงไปตักน้ำขึ้นมาโดยเร็ว เช่น ใช้ขันจ้วงลงตักน้ำ, จ้วงแทงด้วยมีด"
จวงจันทร์,น.,ไม้ตันขนาดใหญ่ ใบต้นรากมีกลิ่นหอมคล้ายการบูร ใช้ปรุงอาหารและทำยาได้
จ่วงล่วง,*ว.,ลักษณะน้ำที่ค่อนข้างใส เช่น น้ำใสจ่วงล่วง
จ่วงล่าง,ว.,"มีน้ำมากเกินไป, ส่วนมากใช้สำหรับน้ำแกงที่มากเกินไปจนแทบไม่มีเนื้อ เช่น มีแต่น้ำเจงเลง"
จ้วงหล้วง,*ว.,ลักษณะน้ำที่ค่อนข้างใส เช่น น้ำใสจ่วงล่วง
จ้วงหล้วง,ว.,"มีน้ำมากเกินไป, ส่วนมากใช้สำหรับน้ำแกงที่มากเกินไปจนแทบไม่มีเนื้อ เช่น มีแต่น้ำเจงเลง"
จ้วงหล้าง,ว.,มีเสียงดังอย่างนั้น เช่น เสียงดังของน้ำในกระบอกเวลาเขย่า หรือกระเทือน
จวงหอม,น.,ไม้ตันขนาดใหญ่ ใบต้นรากมีกลิ่นหอมคล้ายการบูร ใช้ปรุงอาหารและทำยาได้
จวด,ก.,ส่งเสียงดังให้ตกใจ
จ้วด ๑,ก.,กิริยาที่เอาของที่เผาไฟให้ร้อนแล้วจุ่มลงไปในน้ำ
จ้วด ๒,ว.,มีเสียงดังอย่างนั้น เช่น เสียงดังของน้ำมันในกะทะเวลาทอดอาหาร
จ้วดทวด,ว.,ลักษณะของตอไม้ ต้นไม้ที่เรียงกันอยู่เป็นแถวเป็นแนว
จวน ๑,น.,"ที่อยู่ของเจ้าเมือง, บ้านที่ทางราชการจัดให้เป็นที่อยู่ของผู้ว่าราชการจังหวัด"
จวน ๒,น.,รั้ว โดยทั่วไป หมายถึง รั้วที่ทำด้วยไม้แก่นผังเรียงกันอย่างมีระเบียบ
จวน ๓,น.,"ที่คุมขัง, คุก"
จวน ๔,ก.,"เกือบ, ใกล้, ค่อน, ส่วนมากว่า เกือบ"
จ่วนฮ่วน,ว.,สุกงอมเป็นสีเข้ม แดงไปทั่ว เช่น หมากไม้สุกจ่วนฮ่วนเต็มต้น
จวบ,ก.,"พบ, บรรจบ, ถึง, เช่น ขี้ไฮ้จวบผ้ากำพร้าจวบนม"
จวบเมือ,ว.,"ครั้งเมื่อ, ถึงเมื่อ"
จ้วม ๆ,ว.,"มีเสียงดังอย่างนั้น เช่น เสียงที่เกิดจากคนหรือสัตว์ใหญ่เดินท่องไปตามน้ำตื้น ๆ, ถ้าสัตว์เล็กว่าจ๋อม ๆ"
จวาด,ก.,ส่งเสียงดังให้ตกใจ
จ้อ,ก.,"สั้น, ชิด, กระชั้นชิด"
