คำ,POS,ความหมาย
ดั้ว,ว.,"สูง, อวบ, งาม, สง่า, เช่น ""เห็นว่าฝักหมเหี้ยมฮิมทางอย่าฟ้าวเหยียบย่ำเนอ บาดได้ถอดยาวขาวทาวยอดดั้วยังซิได้ก่ายเกิน บ่ฮู้"""
ดั้วเดี้ย,ว.,ลักษณะสิ่งของยาวอ่อนนุ่มแกว่งไกว หรือเคลื่อนไหวไปมาช้า ๆ เช่น อาการโยกไกวช้า ๆ ของยอดไม้ หรือการเลื้อยไปอย่างช้า ๆ ของงู
ด่า,ก.,"ปะทะ, กระทบ, เช่น ""ไม้ล้มพาดง่า ดะ พ้นเดื่องมา"""
ด่า,ก.,ใช้วาจาหยาบต่อผู้อื่น
ดา ๑,น.,แมลงชนิดหนึ่งเรียก แมงดา
ดา ๒,ก.,"ทำ, แต่ง, เตรียม, เช่น ""ดาความให้ถามผีด้ำใหญ่"" (ฮุ่ง.) ใช้ควบท้ายคำอื่นก็มี เช่น เดาดา หรือเดาดาตกแต่ง"
ดาก,น.,"ก้น, ไม้สำหรับอุดก้นตะบันหมาก หรือสิ่งอื่นที่มีลักษณะเช่นนั้น"
ดาง,น.,"ลักษณะนามเรียกตาข่าย, สวิง, แห, อวน หรือสิ่งที่มีลักษณะคล้ายตาข่าย, เช่น รังผึ้ง"
ด่าง,ว.,เป็นจุดสีขาวผิดจากสีพื้นเดิม
ด้าง,น.,เครื่องมือป้องกันอาวุธชนิดหนึ่ง ใช้สอดเข้ากับท่อนแขนเวลาประจัญบานกับคู่ต่อสู้
ด้าง ๑,น.,เครื่องป้องกันอาวุธชนิดหนึ่ง (ดู ดั้ง ๓)
ด้าง ๒,ก.,"ขืนอำนาจ, กระด้างกระเดื่อง, แข็งอำนาจ"
ดาด ๑,ก.,"นาบ หรือแตะด้วยของร้อนจัด หรือสิ่มีพิษ เช่น บ้งดาด, กาน้ำร้อนดาดมือ"
ดาด ๒,ว.,"ลาด, เรียบ, ไม่ชัน, เช่น หินดาด = หินลาด, ดาดผ้าพิสดาร = ขึงผ้าเป็นเพดาน"
ด่าน,น.,"แดน, เขต, จุดที่สำหรับตรวจตราเหตุการณ์"
ดาน ๑,น.,"เนินเขา เช่น ""ขึ้นเมือภูเก็บดอกหว้าน ขึ้นเมือ ดานเก็บดอกข่อย"
ด้าน ๑,น.,"ข้าง, ทาง, ส่วน, ฝ่าย, ตำแหน่งการปกครองทั้งฝ่าบอาณาจักรและพุทธจักร"
ดาน ๒,ก.,"ปะทะ, ยับยั้ง, ขัดขวาง, กีดกัน, เช่น ปลาขึ้นดานแห = ปลาปะทะกับผืนแห"
ด้าน ๒,ว.,"กระด้าง, ไม่มีมัน, ไม่มีเงา, ไม่อาย"
ดาน ๓,ว.,"แน่น, แข็ง, เป็นก้อนในท้อง, เช่น ท้องเป็นดาน, ดานเลือด, ดานลม"
ดาบ,น.,มีดยาวชนิดหนึ่ง
ดาบส,น.,ผู้บำเพ็ญตนเผาผลาญกิเลส = ฤาษี (ป.)
ดาบสินี,น.,ฤาษีผู้หญิง (ป.)
ดาม,ก.,"ทาบ, ประกบ, เสริม หรือประกบให้แข็ง"
ด้าม ๑,น.,"ที่สำหรับถือ, คัน, เช่น ด้ามมีด, ด้ามจอง = ด้ามกระจ่า, เรียกเพี้ยนเป็น ก้ำ ก็มี"
ด้าม ๒,น.,"ประมาณ, ขนาด, เช่น ""ไม้บ่ทันแทก ด้ามอย่าฟ้าวห่าวฮอนตัด"" (อิน.)"
